data_atual,kg_descongelando_d1,kg_descongelando_d2,kg_pronto_venda_dia1,kg_pronto_venda_dia2,perda_real,venda_real
2025-06-24,130.0,0.0,0.0,20.7144751780383,0.0,
2025-06-25,133.58968325578516,130.0,0.0,0.0,20.7144751780383,90.0
2025-06-26,127.9369997713605,133.58968325578516,130.0,0.0,0.0,90.0
